average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,useful,user_id,yelping_since
3.94,14,0,14,4,0,2,4,3,10,5,10,193,"2011,2012,2013,2014,2015,2016",30,137,Jen,438,VQecZ-mrtF29hDD_AJbDHw,2009-04-20 07:56:53
3.79,86,2,86,49,0,15,29,13,47,5,31,546,"2010,2011,2012,2013,2014,2015,2016,2017,2018",59,403,Billy,1137,q91tQNboB-0HWtM8cXRjdg,2007-01-12 02:15:15
3.86,284,16,284,162,10,20,188,43,411,14,130,1732,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",108,1382,Stephie,2505,tvFpp0WS0PGf-wjFn6shMg,2008-05-21 14:55:57
3.76,26,3,26,18,0,4,10,9,13,2,21,743,"2014,2015,2016,2017,2018",42,304,Marie,1493,-lHiWqEycgQl-GZHGbXGQg,2013-07-17 15:24:00
4.05,50,5,50,24,2,5,17,3,21,2,11,354,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",24,245,Jon,794,fwd_rUQ9aFjlPw2RwcKCag,2008-04-24 15:19:26
3.59,249,17,249,182,14,29,141,28,223,17,77,2415,"2007,2008,2009,2010,2011,2012",64,2955,Kevin,3089,xKD6xH0ga9KsMXDIwz2MCw,2006-09-13 15:46:33
3.76,59,2,59,45,2,5,24,18,43,4,18,665,"2010,2011,2012,2013,2014,2015,2016,2017,2018",55,556,Belinda,1160,LzmC0SDuCp4Tps-k9fc0sQ,2008-07-13 01:44:25
4.08,4,3,4,3,0,3,4,1,12,2,5,171,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",28,148,Sara,638,R5L_n0n-6_HQa11bZrbLig,2009-08-26 19:18:52
3.72,21,1,21,11,1,1,12,2,16,1,9,512,"2012,2013,2014,2015,2016,2017,2018",24,258,Denni,1211,VZpzm3HG_YXPHvY97m05qg,2010-11-06 13:48:57
3.96,0,0,0,0,0,0,0,0,0,0,0,8,,1,9,smjo,20,VnD9lZjizpOcioIJlTqQpQ,2008-06-13 18:53:32
3.86,1300,51,1300,421,6,21,152,16,460,21,139,2295,,41,2619,Virgo,2789,30QfAHXX77SvrvbD09Z3Dg,2008-08-16 19:33:37
3.87,172,7,172,130,0,8,39,13,105,13,66,1420,"2011,2012,2013,2014,2015,2016,2017,2018",73,1189,Sharon,2017,VTiNEflp815ycyHv4cMaiQ,2008-09-29 21:26:18
3.66,37,0,37,19,0,5,22,2,42,1,31,525,"2013,2014,2015,2016,2017,2018",45,179,Stacy,1200,QEpNF4Hag6_W9Stc-1Frvg,2013-02-12 21:21:29
3.72,50,1,50,13,3,7,54,11,60,1,38,897,"2010,2011,2012,2013,2014,2015,2016,2017,2018",48,626,Charles,2203,obnSWeGIYsjedPvy0_0Jag,2009-01-14 17:12:12
3.89,216,70,216,370,7,29,76,50,125,14,85,1397,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",114,1246,Lily,1836,cx6CMeztrzFYAY0gpaC3Mg,2006-07-26 15:58:35
3.96,1048,62,1048,688,7,195,251,301,831,122,520,14750,"2007,2008,2009,2010,2011,2012,2015,2016,2017,2018",178,13921,Jamie,15711,FBelk4JGoO0ZCFlfJzW3aQ,2007-01-05 06:49:02
3.02,14,0,14,2,1,2,16,6,14,2,10,198,,24,285,Burrito,819,G66J4Z0l0kXBKBhbgqm1IA,2009-01-19 05:34:15
4.15,284,7,284,132,3,14,190,179,1180,4,67,1906,"2014,2015,2016,2017,2018",241,1211,Jennifer,3034,yFY8wveTclT1mRQxWAEewA,2010-01-31 09:03:08
3.54,25,1,25,27,0,6,23,2,34,1,16,390,"2012,2013,2014,2015",20,296,Judy,882,GpULAQqNdCCpZG0Ly6-5gA,2009-03-24 19:21:02
3.5,61,0,61,47,1,10,68,0,107,3,27,440,"2010,2011,2012,2013,2014,2015,2016,2017",30,853,Pat,900,AFCSE7BT3FGle35em1WWVw,2009-08-02 14:51:32
2.95,55,0,55,47,0,12,38,23,56,0,27,416,"2012,2013,2014,2015,2016,2017,2018",38,441,Chris,1044,ungvf-MPW7P7ZzLMW_48Rg,2010-12-06 01:53:53
4.25,703,8,703,190,0,25,367,126,1642,14,118,4162,"2013,2014,2015,2016,2017,2018",502,1799,Aaron,6371,C3Hpsx_eDfeSmxEc1HBzpA,2013-01-21 16:19:26
3.97,88,5,88,70,0,7,24,2,36,4,23,1231,"2007,2008,2009,2010",26,946,Allison,1556,xFbvPljRiYopjLF6G37Xfw,2006-04-28 19:05:18
3.73,1791,77,1791,872,31,90,550,718,1558,95,435,4844,"2010,2011,2012,2013,2014,2015,2016,2017,2018",222,4625,Conrad,5667,gzE5dfmxNYj5y0fIJBVblQ,2010-06-20 20:52:05
3.52,19,2,19,6,2,5,25,7,57,1,31,508,,25,1094,Wayne,1494,Z6toIb5JpOF0ZACUe4R4Cw,2009-04-10 15:09:02
3.72,148,2,148,80,0,8,75,109,415,0,35,925,"2010,2011,2012,2013,2014,2015,2016,2017,2018",38,209,Leslie,1580,AQxmbuDiToMv2WYtq4Mfdw,2008-03-12 16:50:35
3.4,342,3,342,98,1,25,77,11,431,9,102,3546,"2014,2015,2016,2017,2018",196,2545,Adam,4489,Z1GkmmyhHAG8Q1e_QEOGgw,2014-02-20 17:17:56
3.42,8,0,8,6,0,6,13,1,26,4,12,155,"2012,2013,2014,2015,2016,2017,2018",36,104,Deborah,698,N9tgUEYnMvdZSDDAZ46sJg,2010-01-31 16:59:21
3.72,7,1,7,0,0,0,7,12,14,0,7,413,"2016,2017,2018",42,169,Vijay,1023,EfCuN2O6LHmxUleYT1_JeQ,2013-03-22 14:59:32
3.67,100,2,100,47,0,9,31,13,100,10,33,516,"2011,2012,2013,2014,2015,2016",21,494,Reyz,902,FSDj4JOrZxd5Z-ax15Klgg,2010-12-15 09:57:00
3.7,866,227,866,681,21,70,443,110,481,75,121,4159,"2007,2009,2010",136,4667,roderick,4232,LFZn7jtMpFuAyVg8n8LPqA,2007-02-22 13:12:44
3.55,48,0,48,19,0,5,34,1,27,1,28,963,"2011,2012,2013,2014,2015,2016,2017,2018",43,999,Rebecca,2256,bbswJ3DA2TniQCqn4kLVfg,2010-12-13 20:37:10
3.83,120,6,120,70,3,4,38,75,49,5,99,1598,"2013,2014,2015,2016,2017,2018",112,945,Noelle,2382,HToqdBghDzj5TdfqXuE1Rw,2011-02-26 04:35:58
3.76,445,43,445,356,26,41,335,119,692,54,132,1722,"2010,2011,2012,2013,2014,2015,2016,2017,2018",76,1681,Smitcha,2389,tXqVduTJHLbrrwVEO8JX6w,2008-04-22 19:27:28
3.98,24,0,24,16,5,7,26,2,30,0,14,491,"2006,2007,2008,2009,2010,2011,2012",55,301,Vanessa,1664,uU-Rk1sj478gPh6Kug1wSw,2006-08-04 13:59:32
3.67,195,1,195,163,0,22,139,22,170,2,84,1400,"2010,2011,2012,2013,2014,2015,2016,2017,2018",83,1414,Roxanne,2576,HRDMrNeb7EZhQKTBZaVesA,2010-06-28 20:03:16
3.45,84,1,84,62,2,12,47,3,95,4,95,1372,"2012,2013,2014,2015,2016,2017,2018",76,779,Paul,2651,Rg3C1gCJsyshSpp-35HLbQ,2012-07-30 16:26:10
3.82,258,0,258,88,0,6,32,110,464,8,42,2975,"2014,2015,2016,2017,2018",73,1807,Karen,3518,3gq1d-Qiyajk5TWq9jNytA,2009-06-30 04:54:46
3.99,120,0,120,26,0,2,38,116,168,2,46,2530,"2015,2016,2017,2018",71,1251,Michael,3281,kjaUSiRWhR9bF9KxOMbVvg,2014-08-23 21:19:25
3.73,77,2,77,26,2,7,40,52,102,3,21,1099,"2012,2013,2014,2015,2016,2017,2018",62,607,Steven S H,1492,7Mqmlvut75fP9-VgR9XIaw,2010-01-19 21:03:36
4.05,286,21,286,362,15,15,67,32,132,29,212,2459,"2010,2011,2012,2013,2014,2015,2016,2017,2018",142,2067,Shannon,3227,H183Fg4ku9mIQsmAa0fsOQ,2009-11-24 02:46:49
3.11,36,2,36,7,1,13,34,2,69,3,36,644,"2007,2010,2011,2012,2013,2014,2015,2016,2017,2018",68,620,Danielle,2934,5SestduEtjxmUMPeQmgNmA,2006-08-25 21:21:17
3.77,51,1,51,23,2,7,33,5,34,7,23,748,"2009,2010,2011,2012,2013,2014,2015,2016,2017",52,632,Leslie,1617,eyHW_diFXlqqL9EMu4LeHg,2008-07-23 22:47:20
3.73,135,2,135,94,2,9,60,21,162,7,39,1407,"2013,2014,2015,2016,2017,2018",118,1044,Sonya,2486,7c_VMI1wTQgkoPhHDOt_tQ,2010-11-17 03:12:43
3.91,767,24,767,443,20,50,273,14,373,29,177,4133,"2008,2009,2010,2011,2012,2013,2014",78,3586,Paul,4470,zkg-1BFMTZrsKy7mjRrrsQ,2008-07-14 19:44:08
3.75,92,2,92,41,1,7,29,5,50,2,41,707,"2013,2014,2015,2016,2017",52,130,Nick,1243,zATgdMp_5gL4kYPu7aVdUg,2012-11-24 09:22:02
3.78,24,1,24,12,7,4,4,1,14,1,11,353,"2006,2007,2008,2009,2010,2011",25,268,Cathy,506,bWxxfPP08zWJuM5wKG0LvQ,2006-01-26 18:35:19
3.48,198,3,198,101,15,23,84,24,131,4,128,1630,"2010,2011,2012,2013,2014,2015,2016,2017,2018",76,2520,Johnson,2556,aomkMAGFrL-gD6cqQjB4bw,2009-10-27 13:28:59
4.13,1157,95,1157,1365,8,127,526,273,941,63,523,5348,"2010,2011,2012,2013,2014,2015,2016,2017,2018",331,4017,Cassandra,6512,UqkrP5O2ToeXRcYbp7okIA,2009-04-06 02:20:24
3.78,284,29,284,266,26,33,221,23,241,18,151,2414,"2007,2008,2009,2010,2011",170,1637,Cory,4096,wY-zDQAk449VKfXia27L1Q,2007-09-02 22:34:16
2.9,11,0,11,2,0,2,24,3,15,2,8,201,"2011,2012,2013,2014,2015,2016,2017,2018",23,423,Mike,1111,_0L4WNYQ6f6y6pMYzJ3b9Q,2009-04-06 19:10:49
3.72,40,0,40,30,0,7,14,1,34,2,28,374,"2009,2010,2011,2012,2013,2014,2015,2016,2017",25,334,Janette,965,9FOrsYpBwOIHvTzqBpe0Qw,2007-07-18 18:54:26
3.58,133,22,133,75,10,23,48,17,151,12,38,1205,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",94,874,Maria,2049,a-9t439Vd_-AXaiIgYVqig,2007-03-07 18:11:03
3.93,1092,43,1092,760,40,37,436,200,1575,29,258,4984,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",462,3352,Kristie,6174,7QZIAKmq_x8JEYDDSW801g,2009-02-11 17:22:54
4.23,193,0,193,54,0,13,57,40,233,11,107,1998,"2012,2013,2014,2015,2016,2017,2018",106,830,Chuck,3388,3uyBZNbDk2vRFBBWZOdIUA,2008-06-04 18:07:30
3.79,16,0,16,7,0,4,19,8,38,2,6,509,,49,870,Aidan,939,xhJBOPO5rYnvjhCNce4OHQ,2009-08-06 16:17:23
3.9,4,0,4,1,1,1,4,0,9,0,5,228,,18,182,Reid,987,B4TOHqJvwqYS5F4rRkTQ7Q,2007-04-21 23:50:13
3.18,16,1,16,3,2,3,11,0,12,3,10,145,"2011,2012,2013,2014,2015,2016",25,204,Jeff,634,ZFAtjSBQDA3kDExHwFz4Iw,2009-05-27 16:46:39
3.81,149,19,149,105,15,39,71,19,145,32,70,1183,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",73,1090,Jennie,1815,EqZRpkpkWf54rwfnq5MUsw,2009-08-26 13:24:28
3.65,89,15,89,46,1,4,62,18,93,7,29,840,"2010,2011",56,1125,kim,1361,gR7is-YzJRnRdQ0AhbiWHA,2007-05-22 03:17:30
4.78,787,6,787,797,4,13,244,384,1026,28,202,13323,2018,190,7081,Susan,14771,I-4KVZ9lqHhk8469X9FvhA,2017-07-11 18:41:14
3.69,80,4,80,49,1,6,46,19,60,4,63,1403,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",84,1212,Margaret,2762,eijfUFNF6flY-cY4Ff6BIA,2007-12-23 00:58:40
3.18,97,1,97,43,0,17,52,12,78,10,42,982,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",52,747,Jenny,1606,s_rK7Dda29Gy6clJ1TFNmQ,2007-02-27 03:09:12
3.55,386,4,386,227,6,18,120,69,587,32,113,1193,"2010,2011,2012,2013,2014,2015,2016,2017,2018",63,983,David,2208,GYMIDghm2k7gSTpyKNid1Q,2009-11-16 05:47:43
3.56,9,2,9,1,0,8,9,4,15,3,5,110,,21,100,Frank,481,AdXzyZfkpy0p88-mSG6oJw,2009-01-12 01:18:01
4.22,18,0,18,5,0,0,5,2,7,0,13,701,"2014,2015,2016,2017,2018",24,311,Stephanie,894,1gov-oAqh5LMrOkYeP7tbA,2014-07-25 18:59:24
3.81,5462,105,5462,9917,21,330,2067,4072,3686,144,1377,32269,"2014,2015,2016,2017,2018",738,24344,Joyce,34316,zFYs8gSUYDvXkb6O7YkRkw,2009-09-05 10:11:27
3.45,49,1,49,26,0,4,10,7,35,3,36,702,"2012,2013,2014,2015,2016,2017,2018",62,801,Joelle,1733,nth2pi8IvNgx43Tntgq3ug,2009-09-30 01:50:42
4.23,519,38,519,423,30,35,242,38,634,40,274,3084,"2010,2011,2012,2013,2014,2015,2016",87,1735,Maureen,3834,wsc6EkWfDnru6vmS3e5OnQ,2007-02-10 21:31:34
3.79,898,98,898,1189,7,75,308,222,589,58,390,3782,"2010,2011,2012,2013,2014,2015,2016",206,2986,Mariela,4401,Gh7a3aAOlB2zMRocFzGEZg,2009-01-11 02:59:01
3.75,52,6,52,48,2,2,23,4,76,3,14,809,,52,891,Denise,1399,SOZnTwFFFKeSzIrL8Vl-6Q,2008-09-04 04:59:32
3.76,46,1,46,42,2,20,24,32,37,4,43,1043,"2014,2015,2016,2017,2018",94,770,Jessie,1970,ofZzcj1oiHS64f7jbGCXxQ,2011-09-05 22:04:47
3.99,2491,27,2491,2115,30,134,1088,2527,2377,181,744,18171,"2016,2017,2018",248,11769,Cris,20065,STu__7fJCZb0rZ1DQiX4Yw,2016-04-27 22:32:36
3.65,73,4,73,29,3,7,36,3,63,1,28,545,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",46,409,Alison,1403,4qJME-01inmlf4ysMKPeNg,2007-02-11 23:31:39
3.74,124,14,124,129,4,12,86,7,126,8,29,1755,,90,1916,Jamie,2683,Cuk2vdOMwTz71NjBuCF0Mg,2007-05-26 14:59:21
3.54,421,3,421,120,5,27,120,61,324,10,87,1836,"2012,2013,2014,2015,2016,2017,2018",103,1337,Ryan,2879,QIy3iLXjBUBqRzwd2lnWGQ,2012-02-07 05:36:59
3.75,144,4,144,115,0,5,23,60,89,0,51,1665,"2012,2013,2014,2015,2016,2017,2018",57,849,Amy,2176,hh3yIbr3Yr7E_IGsIreGdQ,2011-03-31 19:54:14
3.83,276,20,276,162,4,25,105,13,182,12,71,1437,"2007,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",42,902,Erika,1809,XsFTrDbmDw7O_9rdfKmzvA,2007-01-18 17:40:45
3.6,47,7,47,20,0,4,16,1,52,2,14,438,"2010,2011,2012,2013,2014,2015,2016",27,479,Kenny,848,aw973Pm1nrTbRjP4zY9B9g,2008-09-23 03:03:05
3.84,22,1,22,19,0,6,28,3,20,3,14,414,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",26,422,Jenn,1035,xAyZ1xeaW9zaB1faQBNroA,2007-11-15 16:11:39
4.44,3327,317,3327,2982,166,254,1073,2700,2951,506,1399,11692,"2009,2010,2011,2012,2013",201,10856,Craig,12585,YWFbTcVnun8i03XnEU7kVg,2008-10-30 23:49:18
3.48,47,11,47,30,1,9,28,22,32,5,48,549,"2011,2012,2013,2014,2015,2016",82,453,Joanna,1260,nZpSxSHct3faGgonk0nmdw,2010-03-12 05:40:07
3.24,67,5,67,28,1,7,27,21,37,8,20,785,"2015,2016,2017,2018",71,608,Kristy,1496,IUyPbylpHYwzxD4uZf5F1w,2010-08-05 06:07:27
3.88,5,0,5,2,0,2,1,6,4,0,2,230,,15,69,Nola,310,wUKf9wve4y8kTym4usWFSg,2016-03-22 01:48:44
3.52,134,8,134,35,5,4,82,29,157,8,100,1303,"2013,2014,2015,2016,2017,2018",58,1125,Lauren,2183,N9Futp2p_4r8R5MLcCRMVQ,2011-02-16 19:53:38
3.66,6162,260,6162,2950,272,493,2094,4115,13608,841,1381,8574,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",222,8842,John,9467,8wKZ9gJYJtTdSVWgW7Or6Q,2008-01-18 10:26:21
3.68,9,0,9,1,0,0,4,2,5,1,4,240,"2015,2016,2017,2018",17,118,Allie,533,Z374Ok46YdkmWqa__9nAjA,2014-03-06 03:16:25
4.02,88,0,88,24,1,5,21,4,78,2,36,605,"2014,2015,2016,2017,2018",40,371,Nat,1208,bV9-z3ouvgOC89dOkmHsMw,2013-02-09 19:18:49
3.94,1060,65,1060,712,231,83,617,101,1378,112,420,4600,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",161,3560,Gretchen,5577,hY-C5hrYGYfdZQiX4P87vQ,2007-10-08 23:47:01
3.88,6,1,6,1,0,4,9,0,21,2,5,193,"2012,2013,2014,2015,2016,2017,2018",27,131,Chris,686,UFeT5Jvd2UL2LSiKgj8Gmg,2009-02-17 04:20:52
3.1,21,1,21,19,3,3,17,40,28,1,27,501,"2012,2013,2014,2015,2016,2017",50,368,Vi,1056,TXGr6gc0jCSJhbgTMmfsqg,2011-02-08 04:56:14
3.76,413,2,413,181,0,24,82,83,268,12,86,1796,"2012,2013,2014,2015,2016,2017,2018",111,870,Kevin,2515,oPmMbyow9CWs8f6An4kAxA,2010-08-21 21:34:10
3.78,18,4,18,10,0,13,17,33,53,2,26,309,"2013,2014,2015,2016,2017,2018",25,167,Pierre-François,891,VMfN_dIZn08JFRdwp0H6xQ,2012-09-13 20:33:13
3.37,40,4,40,20,0,2,18,1,39,0,27,463,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",24,302,Ellen,1224,91Mo2-qrDaZsFC2zM8Yuqw,2006-09-01 11:28:57
4.1,50,3,50,24,6,6,16,3,54,9,30,580,"2010,2011,2012,2013,2014,2015,2016,2017,2018",62,436,Sarah,1129,ytWFR6cNNhKYVlFdQjkOww,2007-06-05 21:58:49
3.74,199,9,199,91,4,12,51,71,190,6,90,3199,"2009,2010,2011,2012,2013",121,2284,Shirley,4125,aG6Q_IKp5qLu0uV7LHaR_A,2007-10-30 01:19:09
3.29,6,0,6,0,0,4,5,0,7,1,7,140,,11,147,L,587,-jt1ACMiZljnBFvS6RRvnA,2010-04-29 01:36:41
3.1,953,76,953,703,44,76,389,93,860,76,321,4471,"2008,2009,2010,2011,2012,2013,2014,2015,2016",105,4762,Albert,5343,gjh6da4yHahEpQ73O6DX_Q,2008-01-29 03:55:43
3.7,529,125,529,593,37,48,381,55,504,46,95,1947,"2007,2008,2009,2010,2011",70,2236,Trish,2553,ukCAVNbolx0_gaAkDYZnEA,2006-11-05 06:24:29
3.98,35,0,35,12,0,3,16,0,33,2,8,468,"2011,2012,2013,2014,2015,2016,2017,2018",17,335,Rod,938,u0bwW1sf97hhNzTvkagEsA,2011-05-21 19:54:26
3.77,666,55,666,504,24,46,199,108,429,43,265,3020,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",273,2453,Risa,4063,EpAkqFJLjztmlAscrTfh_Q,2007-11-16 22:39:20
3.56,124,2,124,90,2,12,92,35,114,6,38,645,"2010,2011,2012,2013,2014,2015,2016,2017",64,429,Frank,1567,5AyaCHkJaeMLmjzu-NwZyQ,2007-06-28 16:37:05
3.58,1414,38,1414,1115,49,147,581,623,1285,115,666,3036,"2010,2011,2016,2017,2018",123,2529,Angel,3725,pypZb3V5TXHOnlTj-qLSrw,2010-03-17 15:59:13
3.33,2,5,2,1,0,2,8,3,16,0,3,198,,14,186,Joe,775,VOYvD-kerR204k0WrR0J3A,2007-03-27 16:40:18
3.63,393,2,393,213,10,23,163,45,366,25,146,1506,"2012,2013,2017,2018",83,1327,Wahed,2309,33h9Jv4VKbbxB42CUD9WQg,2010-11-05 18:12:34
4.07,208,12,208,104,8,8,48,13,112,8,58,1737,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",60,1346,Kristin,2238,HO35wso-psqx0GF--QSwGA,2007-12-18 22:55:19
3.63,93,8,93,57,6,16,49,49,49,8,28,1051,"2011,2012,2013,2014,2015,2016,2017,2018",50,935,Jean,1898,onY0SO_5Zl0IjO6R4-SVrQ,2009-12-05 19:20:11
3.66,6,1,6,3,1,2,10,2,14,1,14,382,,31,459,Henry,906,uwy3e_csX0iE2R7FmMqGMw,2012-02-21 22:46:55
3.88,89,0,89,56,1,8,34,3,105,6,29,589,"2011,2012,2013,2014,2015,2016,2017,2018",41,388,William,1405,dvu83QWKsnnbGvNVQ3mv7A,2011-08-15 20:48:45
4.3,368,15,368,158,4,15,256,226,1523,11,193,4933,"2013,2014,2015,2016,2017,2018",679,1597,Emily,7383,QiciohgD8N6vCty4vGL3pQ,2013-08-16 17:12:13
3.85,25,0,25,37,0,3,4,3,18,0,6,393,"2014,2015,2016,2017,2018",64,132,りつこRitsuko,530,YWJFNLnTGygKF29aQJC-Rg,2014-01-23 20:04:39
3.78,46,0,46,13,0,6,9,14,28,3,10,706,"2015,2016,2017,2018",23,194,Keith,1198,BNLlJRu0dxwsJXekXogt0Q,2011-08-18 00:54:45
3.77,75,4,75,72,3,10,23,4,100,6,40,1015,"2011,2012,2013,2014,2015,2016,2017,2018",37,807,Em,1661,DpiMuxg2g4urzClzjykUHg,2005-12-13 22:20:03
3.78,177,5,177,40,2,5,38,22,81,5,14,970,"2008,2015,2016,2017,2018",45,924,Barbara,1336,W0TobKzkaqtOZpIe0CrENQ,2008-04-06 12:20:00
3.91,21,0,21,15,7,1,9,1,11,1,17,371,"2012,2013,2014,2015,2016",52,217,Kari,711,TpZN51jtAZTu7BjYxTfpjA,2011-02-18 19:55:04
3.88,134,1,134,34,0,12,79,18,142,5,22,832,"2014,2015,2016,2017,2018",89,672,Ray,2012,Z_8clYC-IkqrfHcTCjzAiA,2013-05-21 07:35:54
3.56,541,16,541,443,10,28,217,85,430,17,96,2502,"2008,2009,2010,2011,2012",55,1920,phillip,3147,Ardg5LcOx_ryZYvXIXvr9g,2007-01-02 18:53:19
3.82,0,0,0,0,0,0,0,0,0,0,0,5,,0,7,Timinator,42,mtUzCYKhlc5tgyy_fZPC2A,2008-01-30 11:21:49
3.85,283,8,283,159,36,38,129,20,455,16,171,2058,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",91,1894,Jack,3113,xQLy_wpqrR3etSXt61OIIg,2007-06-11 19:37:25
3.81,25,0,25,7,0,3,15,4,16,4,15,532,"2010,2011,2013,2014,2015,2016,2017,2018",26,301,Shyam,1116,wekw0bbIv8o61WkTg7GPkg,2007-11-07 18:13:12
3.85,85,0,85,35,0,13,68,4,64,7,18,500,"2009,2010,2011,2012,2013,2014,2015,2016,2017",43,298,Amador,1226,1FAKs3CAQQLBgdB23GeDIQ,2008-12-15 03:14:44
4.4,66,0,66,21,0,2,5,11,30,4,30,543,"2014,2015,2016,2017,2018",27,146,Genevieve,772,qf4Dce4gFbhQF6Q7v0MZTw,2014-07-09 03:16:22
3.92,36,1,36,26,1,3,45,10,80,2,42,659,"2010,2011,2012,2013,2014,2015,2016,2017,2018",44,722,Matt,1378,EzXDaJjdCwMtWdBJiRcC6Q,2009-02-22 01:21:02
3.4,35,2,35,21,11,7,29,4,33,5,21,707,"2008,2009,2010,2011,2012,2013,2014,2016,2017",48,419,Steve,1423,bAQDB1qrktXHEJcyd82Gng,2007-03-01 19:29:06
3.38,62,7,62,42,10,17,58,8,52,5,31,757,"2008,2009,2010",56,510,Bob,1380,rCmnApNqRK36uzdrnzXm0g,2007-02-15 08:25:22
3.37,10,1,10,4,0,2,11,11,20,0,4,437,2015,21,405,Glenda,1262,YdVXCF-VZYMFWzLWnuhsIQ,2009-01-03 01:52:54
4.18,177,1,177,152,4,16,52,19,124,9,52,1035,"2012,2013,2014,2015,2016,2017,2018",68,779,Jenn,1940,gZKrQxAG2cpsXpwOMLvcow,2012-01-12 14:09:03
4.29,14,1,14,20,0,2,6,11,13,2,25,544,"2012,2013,2014,2015,2016,2017,2018",51,240,Thy,1149,PGJ4eb-8tmvea3XzqIdc_Q,2012-06-13 04:58:21
4.24,1061,13,1061,833,1,44,253,1503,869,40,252,29763,"2016,2017,2018",604,17296,Juliet,30529,kPgNVSxXnhkyWBkqTcW45g,2014-07-17 14:14:34
3.57,505,17,505,523,7,35,188,113,354,5,218,2777,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",199,2310,Alexander,3907,p_azadim_uWFOXAhhKB3ag,2007-06-14 16:24:49
3.49,85,1,85,63,0,7,29,18,84,8,26,704,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",39,748,Henry,1448,I_5SJx93OGeBRmu82q-7Ow,2006-04-05 17:24:39
3.71,9,0,9,4,0,0,4,1,13,0,3,75,,10,58,R,344,RmzQffNQ_GEzHfLB7_aAsg,2012-08-31 18:31:57
4.23,52,3,52,71,1,4,18,1,32,1,13,928,"2010,2011,2012,2013,2014,2015,2016,2017,2018",19,663,Drew,1525,jZaW5XEiEuZo_JhpxMBDSQ,2007-05-23 05:17:13
3.73,29,0,29,8,0,3,18,4,23,1,29,518,"2010,2011,2012,2013,2014,2015,2016,2017,2018",35,346,Jay,974,mteJOlja359dj7XYQnKzCg,2008-05-22 19:42:56
4.07,219,2,219,144,0,9,201,97,171,0,66,1298,"2012,2013,2014,2015,2016,2017,2018",67,743,Lyn,2896,-H6cTbVxeIRYR-atxdielQ,2009-11-07 23:21:33
3.73,112,3,112,113,4,36,101,28,221,6,91,1229,"2010,2011,2012,2013,2014,2015,2016,2017,2018",71,689,Liz,2389,xzFwCeHtPczly7G8BRx9Qg,2010-03-27 02:45:49
3.69,145,7,145,76,3,1,131,37,227,1,53,844,"2012,2013,2014,2015,2016,2017,2018",52,546,Billie,1971,DgLOt08hV0dwCKg3nGNGzw,2012-03-03 03:48:41
3.95,58,2,58,46,0,6,49,15,61,2,58,1410,"2013,2014,2015,2016,2017,2018",95,840,Laura,2205,B9J6L6fVSrJ3cT8lif3hkA,2012-07-18 18:59:58
4.18,95,5,95,50,1,8,22,9,70,14,33,680,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",60,448,Laurice,1100,jj0t-2qLGl2g_odLBjxKOw,2007-06-30 06:37:37
3.74,147,2,147,88,7,13,59,32,140,6,109,1122,"2011,2012,2013,2014,2015,2016,2017,2018",74,991,Jeff,2423,YTdNcIWAt2nEzZ7NY-fniw,2011-05-16 19:54:40
3.75,686,77,686,552,12,53,124,59,328,43,170,2493,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",171,2416,Phoenix,3257,gfHU-4ZzhMwdtBwu3NALWQ,2007-06-26 03:31:54
4.03,28,0,28,14,0,2,25,1,49,3,24,768,"2013,2014,2015,2016,2017,2018",31,617,Kelly,1652,zTK1nPD2Hpa-ksSXsE-JzQ,2011-12-02 18:34:48
3.57,62,0,62,54,1,8,29,11,54,5,31,1010,"2012,2013,2014,2015,2016,2017,2018",62,732,Elina,1867,JSbptCz_mzQ0sQJN94wcwA,2009-04-08 18:17:45
3.61,2822,187,2822,3312,64,174,520,1189,1480,111,912,6904,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",185,6205,Marti,8178,JnGjZVSlfCkKHErvO5ts4g,2008-04-17 06:11:38
